NCBI GeneID	Symbol	Description
128966645	LOC128966645	putative ATP-dependent RNA helicase DDX12
128966647	LOC128966647	testis-specific Y-encoded protein 3
128966655	LOC128966655	testis-specific Y-encoded protein 3
128966656	LOC128966656	testis-specific Y-encoded protein 8-like
128966661	LOC128966661	putative exonuclease GOR
128966663	LOC128966663	uncharacterized LOC128966663
128966665	LOC128966665	putative TAF11-like protein ENSP00000332601
128966670	LOC128966670	inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 7
128966671	LOC128966671	putative TAF11-like protein ENSP00000332601
128966672	LOC128966672	putative TAF11-like protein ENSP00000332601
128966673	LOC128966673	putative TAF11-like protein ENSP00000332601
128966674	LOC128966674	COBW domain-containing protein 5-like
128966677	LOC128966677	uncharacterized LOC128966677
128966678	LOC128966678	uncharacterized LOC128966678
128966679	LOC128966679	uncharacterized LOC128966679
128966680	LOC128966680	serine/threonine-protein kinase SMG1-like
128966681	LOC128966681	putative L-type amino acid transporter 1-like protein IMAA
128966683	LOC128966683	translation initiation factor IF-2-like
128966684	LOC128966684	uncharacterized LOC128966684
128966688	LOC128966688	translation initiation factor IF-2-like
128966689	LOC128966689	PE-PGRS family protein PE_PGRS30-like
128966691	LOC128966691	putative uncharacterized protein LOC388882
128966692	LOC128966692	putative uncharacterized protein LOC388882
128966694	LOC128966694	uncharacterized LOC128966694
128966702	LOC128966702	paraneoplastic antigen-like protein 6A
128966704	LOC128966704	uncharacterized LOC128966704
128966709	LOC128966709	putative ubiquitin-conjugating enzyme E2Q2-like protein
128966711	LOC128966711	uncharacterized LOC128966711
128966712	LOC128966712	mitochondrial import receptor subunit TOM5 homolog
128966717	LOC128966717	translation initiation factor IF-2-like
128966722	LOC128966722	putative killer cell immunoglobulin-like receptor like protein KIR3DP1
128966723	LOC128966723	nuclear pore complex-interacting protein family member A5-like
128966724	LOC128966724	uncharacterized LOC128966724
128966726	LOC128966726	mitochondrial import receptor subunit TOM5 homolog
128966727	LOC128966727	putative killer cell immunoglobulin-like receptor like protein KIR3DP1
128966728	LOC128966728	putative killer cell immunoglobulin-like receptor like protein KIR3DP1
128966729	LOC128966729	putative killer cell immunoglobulin-like receptor like protein KIR3DP1
128966730	LOC128966730	putative killer cell immunoglobulin-like receptor like protein KIR3DP1
128966731	LOC128966731	putative killer cell immunoglobulin-like receptor like protein KIR3DP1
128966732	LOC128966732	putative killer cell immunoglobulin-like receptor like protein KIR3DP1
128966733	LOC128966733	putative killer cell immunoglobulin-like receptor like protein KIR3DP1
128966736	LOC128966736	uncharacterized LOC128966736
128966737	LOC128966737	uncharacterized LOC128966737
128966740	LOC128966740	uncharacterized LOC128966740
128966742	LOC128966742	uncharacterized LOC128966742
128966744	LOC128966744	glycerol-3-phosphate acyltransferase 2, mitochondrial
128966746	LOC128966746	early nodulin-20-like
128966756	LOC128966756	translation initiation factor IF-2-like
128966759	LOC128966759	uncharacterized LOC128966759
128966761	LOC128966761	uncharacterized LOC128966761
128966762	LOC128966762	extensin-like
128966764	LOC128966764	putative uncharacterized protein FLJ44672
128966767	LOC128966767	putative protein FAM90A24P
128966769	LOC128966769	translation initiation factor IF-2-like
128966772	LOC128966772	uncharacterized LOC128966772
128966780	LOC128966780	DNA-directed RNA polymerase II subunit RPB1-like
128966781	LOC128966781	histone-lysine N-methyltransferase 2C-like
128966782	LOC128966782	uncharacterized LOC128966782
128966784	LOC128966784	pollen-specific leucine-rich repeat extensin-like protein 3
129530	LYG1	lysozyme g1
129852	C2orf73	chromosome 2 open reading frame 73
129881	CFAP210	cilia and flagella associated protein 210
130075	OR9A4	olfactory receptor family 9 subfamily A member 4
130134321	LOC130134321	SLX1A-like
130160541	LOC130160541	uncharacterized LOC130160541
130160542	LOC130160542	putative TAF11-like protein ENSP05220060156
130160543	LOC130160543	putative TAF11-like protein ENSP05220103540
130160544	LOC130160544	putative TAF11-like protein ENSP05220103539
130160545	LOC130160545	putative TAF11-like protein ENSP05220103537
130160546	LOC130160546	putative TAF11-like protein ENSP05220103536
130160547	LOC130160547	putative TAF11-like protein ENSP05220103535
130160548	LOC130160548	putative TAF11-like protein ENSP05220103534
130160549	LOC130160549	putative TAF11-like protein ENSP05220103533
130355	C2orf76	chromosome 2 open reading frame 76
130502	TTC32	tetratricopeptide repeat domain 32
130560	SPATA3	spermatogenesis associated 3
130612	TMEM198	transmembrane protein 198
130733	TMEM178A	transmembrane protein 178A
130752	MDH1B	malate dehydrogenase 1B
130813	C2orf50	chromosome 2 open reading frame 50
130814	SLC66A3	solute carrier family 66 member 3
130940	CCDC148	coiled-coil domain containing 148
131408	FAM131A	family with sequence similarity 131 member A
131583	FAM43A	family with sequence similarity 43 member A
131616	TMEM42	transmembrane protein 42
131675794	NPIPA6	nuclear pore complex interacting protein family, member A6
131768270	LOC131768270	uncharacterized LOC131768270
131831	ERICH6	glutamate rich 6
132141	IQCF1	IQ motif containing F1
132200	C3orf49	chromosome 3 open reading frame 49
132228	LSMEM2	leucine rich single-pass membrane protein 2
132332	SMIM43	small integral membrane protein 43
132989	C4orf36	chromosome 4 open reading frame 36
133039968	POC1B-DUSP6	POC1B-DUSP6 readthrough
133039973	LYPLA1-TCEA1	LYPLA1-TCEA1 readthrough
133491	C5orf47	chromosome 5 open reading frame 47
133558	MROH2B	maestro heat like repeat family member 2B
133874	C5orf58	chromosome 5 open reading frame 58
133923	ZNF474	zinc finger protein 474
133957	CCDC127	coiled-coil domain containing 127
134083	OR2Y1	olfactory receptor family 2 subfamily Y member 1
134121	CFAP90	cilia and flagella associated protein 90
134187	POU5F2	POU domain class 5, transcription factor 2
134285	TMEM171	transmembrane protein 171
134548	SOWAHA	sosondowah ankyrin repeat domain family member A
135924	OR9A2	olfactory receptor family 9 subfamily A member 2
135941	OR2A14	olfactory receptor family 2 subfamily A member 14
135946	OR6B1	olfactory receptor family 6 subfamily B member 1
135948	OR2F2	olfactory receptor family 2 subfamily F member 2
136157	SSU72L6	SSU72 like 6
136242	PRSS37	serine protease 37
136263	SSMEM1	serine rich single-pass membrane protein 1
136288	C7orf57	chromosome 7 open reading frame 57
136541	PRSS58	serine protease 58
137209	ZNF572	zinc finger protein 572
137797	LYPD2	LY6/PLAUR domain containing 2
138240	C9orf57	chromosome 9 open reading frame 57
138241	C9orf85	chromosome 9 open reading frame 85
138724	SPATA31G1	SPATA31 subfamily G member 1
138799	OR13C5	olfactory receptor family 13 subfamily C member 5
138802	OR13C8	olfactory receptor family 13 subfamily C member 8
138803	OR13C3	olfactory receptor family 13 subfamily C member 3
138804	OR13C4	olfactory receptor family 13 subfamily C member 4
138805	OR13F1	olfactory receptor family 13 subfamily F member 1
138881	OR1L8	olfactory receptor family 1 subfamily L member 8
138882	OR1N2	olfactory receptor family 1 subfamily N member 2
138883	OR1N1	olfactory receptor family 1 subfamily N member 1
139170	DCAF12L1	DDB1 and CUL4 associated factor 12 like 1
139420	PPP4R3C	protein phosphatase 4 regulatory subunit 3C
139425	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1
139735	ZFP92	ZFP92 zinc finger protein
139793	PAGE3	PAGE family member 3
139886	SPIN4	spindlin family member 4
140432	RNF113B	ring finger protein 113B
140680	C20orf96	chromosome 20 open reading frame 96
140687	GCNT7	glucosaminyl (N-acetyl) transferase family member 7
140700	SAMD10	sterile alpha motif domain containing 10
140701	ABHD16B	abhydrolase domain containing 16B
140706	CCM2L	CCM2 like scaffold protein
140711	TLDC2	TBC/LysM-associated domain containing 2
140731	ANKRD60	ankyrin repeat domain 60
140831	ZSWIM3	zinc finger SWIM-type containing 3
140832	WFDC10A	WAP four-disulfide core domain 10A
140856	SCP2D1	SCP2 sterol binding domain containing 1
140870	WFDC6	WAP four-disulfide core domain 6
140873	C20orf173	chromosome 20 open reading frame 173
140876	RIPOR3	RIPOR family member 3
140893	RBBP8NL	RBBP8 N-terminal like
140894	CNBD2	cyclic nucleotide binding domain containing 2
142686	ASB14	ankyrin repeat and SOCS box containing 14
142827	ACSM6	acyl-CoA synthetase medium chain family member 6
142910	LIPJ	lipase family member J
143282	FGFBP3	fibroblast growth factor binding protein 3
143379	SPMIP5	sperm microtubule inner protein 5
143502	OR52I2	olfactory receptor family 52 subfamily I member 2
143506	SSU72L3	SSU72 like 3
143630	UBQLNL	ubiquilin like
143678	FREY1	Frey regulator of sperm-oocyte fusion 1
144363	ETFRF1	electron transfer flavoprotein regulatory factor 1
144448	TSPAN19	tetraspanin 19
144535	CFAP54	cilia and flagella associated protein 54
144608	C12orf60	chromosome 12 open reading frame 60
144809	FAM216B	family with sequence similarity 216 member B
145376	PPP1R36	protein phosphatase 1 regulatory subunit 36
145447	ABHD12B	abhydrolase domain containing 12B
145497	LRRC74A	leucine rich repeat containing 74A
145748	LYSMD4	LysM domain containing 4
145788	PIERCE2	piercer of microtubule wall 2
145814	PGPEP1L	pyroglutamyl-peptidase I like
145853	C15orf61	chromosome 15 open reading frame 61
146177	VWA3A	von Willebrand factor A domain containing 3A
146212	KCTD19	potassium channel tetramerization domain containing 19
146310	RNF151	ring finger protein 151
146325	PRR35	proline rich 35
146429	SLC22A31	solute carrier family 22 member 31
146456	TMED6	transmembrane p24 trafficking protein 6
146540	ZNF785	zinc finger protein 785
146542	ZNF688	zinc finger protein 688
146562	DNAAF8	dynein axonemal assembly factor 8
146822	CDRT15	CMT1A duplicated region transcript 15
146853	C17orf50	chromosome 17 open reading frame 50
146861	SLC35G3	solute carrier family 35 member G3
147463	ANKRD29	ankyrin repeat domain 29
147646	C19orf84	chromosome 19 open reading frame 84
147658	ZNF534	zinc finger protein 534
147660	ZNF578	zinc finger protein 578
147670	SMIM17	small integral membrane protein 17
147685	C19orf18	chromosome 19 open reading frame 18
147694	ZNF548	zinc finger protein 548
147699	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)
147710	IGSF23	immunoglobulin superfamily member 23
147719	LYPD4	LY6/PLAUR domain containing 4
147741	ZNF560	zinc finger protein 560
147744	TMEM190	transmembrane protein 190
147837	ZNF563	zinc finger protein 563
147949	ZNF583	zinc finger protein 583
147965	FAM98C	family with sequence similarity 98 member C
148003	LGALS16	galectin 16
148103	ZNF599	zinc finger protein 599
148109	FAM187B	family with sequence similarity 187 member B
148137	PROSER3	proline and serine rich 3
148156	ZNF558	zinc finger protein 558
148203	ZNF738	zinc finger protein 738
148206	ZNF714	zinc finger protein 714
148213	ZNF681	zinc finger protein 681
148268	ZNF570	zinc finger protein 570
148345	C1orf127	chromosome 1 open reading frame 127
148418	SAMD13	sterile alpha motif domain containing 13
148534	TLCD4	TLC domain containing 4
148545	NBPF4	NBPF member 4
148641	SLC35F3	solute carrier family 35 member F3
148823	GCSAML	germinal center associated signaling and motility like
149069	DCDC2B	doublecortin domain containing 2B
149175	MANEAL	mannosidase endo-alpha like
149281	NTMT2	N-terminal Xaa-Pro-Lys N-methyltransferase 2
149297	FAM78B	family with sequence similarity 78 member B
149473	CCDC24	coiled-coil domain containing 24
149478	BTBD19	BTB domain containing 19
149483	CCDC17	coiled-coil domain containing 17
149499	LRRC71	leucine rich repeat containing 71
149643	SPATA45	spermatogenesis associated 45
149647	GARIN4	golgi associated RAB2 interactor family member 4
149699	GTSF1L	gametocyte specific factor 1 like
150160	CCT8L2	chaperonin containing TCP1 subunit 8 like 2
150248	C22orf15	chromosome 22 open reading frame 15
150350	ENTHD1	ENTH domain containing 1
150383	CDPF1	cysteine rich DPF motif domain containing 1
150590	C2orf15	chromosome 2 open reading frame 15
150681	OR6B3	olfactory receptor family 6 subfamily B member 3
150771	ITPRIPL1	ITPRIP like 1
150786	RAB6D	RAB6D, member RAS oncogene family
151313	FAHD2B	fumarylacetoacetate hydrolase domain containing 2B
151507	MSL3P1	MSL complex subunit 3 pseudogene 1
151525	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1
151649	PP2D1	protein phosphatase 2C like domain containing 1
151651	EFHB	EF-hand domain family member B
152015	ROPN1B	rhophilin associated tail protein 1B
152065	C3orf22	chromosome 3 open reading frame 22
152940	SPMIP2	sperm microtubule inner protein 2
153328	SLC25A48	solute carrier family 25 member 48
153643	FAM81B	family with sequence similarity 81 member B
153768	PRELID2	PRELI domain containing 2
153918	ZC2HC1B	zinc finger C2HC-type containing 1B
154790	CLEC2L	C-type lectin domain family 2 member L
155006	TMEM213	transmembrane protein 213
157542	TMEM276-ZFTRAF1	TMEM276-ZFTRAF1 readthrough
157697	ERICH1	glutamate rich 1
157777	MCMDC2	minichromosome maintenance domain containing 2
158131	OR1Q1	olfactory receptor family 1 subfamily Q member 1
158248	TTC16	tetratricopeptide repeat domain 16
158431	ZNF782	zinc finger protein 782
158724	FAM47A	family with sequence similarity 47 member A
158830	CXorf65	chromosome X open reading frame 65
158931	TCEAL6	transcription elongation factor A like 6
159013	CXorf38	chromosome X open reading frame 38
159091	PABIR3	PABIR family member 3
160298	C11orf42	chromosome 11 open reading frame 42
160419	C12orf50	chromosome 12 open reading frame 50
161394	SAMD15	sterile alpha motif domain containing 15
161502	CFAP161	cilia and flagella associated protein 161
161753	CIMAP1C	ciliary microtubule associated protein 1C
161779	PGBD4	piggyBac transposable element derived 4
161829	EXD1	exonuclease 3'-5' domain containing 1
162073	ITPRIPL2	ITPRIP like 2
162083	C16orf82	chromosome 16 open reading frame 82
162282	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1
162387	MFSD6L	major facilitator superfamily domain containing 6 like
162655	ZNF519	zinc finger protein 519
162962	ZNF836	zinc finger protein 836
162963	ZNF610	zinc finger protein 610
162966	ZNF600	zinc finger protein 600
162968	ZNF497	zinc finger protein 497
162972	ZNF550	zinc finger protein 550
162993	ZNF846	zinc finger protein 846
162998	OR7D2	olfactory receptor family 7 subfamily D member 2
163049	ZNF791	zinc finger protein 791
163050	ZNF564	zinc finger protein 564
163051	ZNF709	zinc finger protein 709
163131	ZNF780B	zinc finger protein 780B
163154	PRR22	proline rich 22
163227	ZNF100	zinc finger protein 100
163479	FNDC7	fibronectin type III domain containing 7
163747	CIMAP2	ciliary microtubule associated protein 2
163933	FAM43B	family with sequence similarity 43 member B
164118	TTC24	tetratricopeptide repeat domain 24
164127	CCDC185	coiled-coil domain containing 185
164237	WFDC13	WAP four-disulfide core domain 13
164395	TTLL9	tubulin tyrosine ligase like 9
164714	TTLL8	tubulin tyrosine ligase like 8
165100	TEX44	testis expressed 44
165186	TOGARAM2	TOG array regulator of axonemal microtubules 2
165530	CLEC4F	C-type lectin domain family 4 member F
166348	KBTBD12	kelch repeat and BTB domain containing 12
166863	RBM46	RNA binding motif protein 46
166979	CDC20B	cell division cycle 20B
167359	NIM1K	NIM1 serine/threonine protein kinase
167555	FAM151B	family with sequence similarity 151 member B
168417	ZNF679	zinc finger protein 679
168448	CDC14C	cell division cycle 14C
168975	CNBD1	cyclic nucleotide binding domain containing 1
169200	TMEM64	transmembrane protein 64
169270	ZNF596	zinc finger protein 596
169693	TMEM252	transmembrane protein 252
169834	ZNF883	zinc finger protein 883
170062	FAM47B	family with sequence similarity 47 member B
170067	SUPT20HL2	SUPT20H like 2
170370	FAM170B	family with sequence similarity 170 member B
170371	TMEM273	transmembrane protein 273
170487	ACTL10	actin like 10
170627	XAGE5	X antigen family member 5
170958	ZNF525	zinc finger protein 525
170960	ZNF721	zinc finger protein 721
170961	ANKRD24	ankyrin repeat domain 24
171222	UBE2L5	ubiquitin conjugating enzyme E2 L5
195977	ANTXRL	ANTXR like
196120	SSU72L5	SSU72 like 5
196335	OR56B4	olfactory receptor family 56 subfamily B member 4
196394	AMN1	antagonist of mitotic exit network 1 homolog
196446	MYRFL	myelin regulatory factor like
196472	GARIN6	golgi associated RAB2 interactor family member 6
196477	CCER1	coiled-coil glutamate rich protein 1
196792	FAM24B	family with sequence similarity 24 member B
196951	FAM227B	family with sequence similarity 227 member B
196996	GRAMD2A	GRAM domain containing 2A
198437	LKAAEAR1	LKAAEAR motif containing 1
199704	ZNF585A	zinc finger protein 585A
199777	ZNF626	zinc finger protein 626
199800	ADM5	adrenomedullin 5 (putative)
199834	LCE4A	late cornified envelope 4A
199870	FAM76A	family with sequence similarity 76 member A
199964	TMEM61	transmembrane protein 61
200010	SLC5A9	solute carrier family 5 member 9
200035	NUDT17	nudix hydrolase 17
200159	SPMIP3	sperm microtubule inner protein 3
200172	SLFNL1	schlafen like 1
200232	FAM209A	family with sequence similarity 209 member A
200312	RNF215	ring finger protein 215
200726	FAM237A	family with sequence similarity 237 member A
200844	CFAP20DC	CFAP20 domain containing
201158	TVP23C	trans-golgi network vesicle protein 23 homolog C
201181	ZNF385C	zinc finger protein 385C
201229	LYRM9	LYR motif containing 9
201232	SLC16A13	solute carrier family 16 member 13
201243	SPEM2	SPEM family member 2
201514	ZNF584	zinc finger protein 584
201798	TIGD4	tigger transposable element derived 4
202309	GAPT	GRB2 binding adaptor protein, transmembrane
202658	TRIM39-RPP21	TRIM39-RPP21 readthrough
202865	C7orf33	chromosome 7 open reading frame 33
203076	C8orf74	chromosome 8 open reading frame 74
203111	ERICH5	glutamate rich 5
203238	CCDC171	coiled-coil domain containing 171
203260	CCDC107	coiled-coil domain containing 107
203430	RTL3	retrotransposon Gag like 3
203522	INTS6L	integrator complex subunit 6 like
203562	TMEM31	transmembrane protein 31
205147	AMER3	APC membrane recruitment protein 3
206412	C6orf163	chromosome 6 open reading frame 163
2097	ESB3	esterase B3
219417	OR8U1	olfactory receptor family 8 subfamily U member 1
219428	OR4C16	olfactory receptor family 4 subfamily C member 16
219429	OR4C11	olfactory receptor family 4 subfamily C member 11
219431	OR4S2	olfactory receptor family 4 subfamily S member 2
219432	OR4C6	olfactory receptor family 4 subfamily C member 6
219436	OR5D14	olfactory receptor family 5 subfamily D member 14
219437	OR5L1	olfactory receptor family 5 subfamily L member 1
219438	OR5D18	olfactory receptor family 5 subfamily D member 18
219447	OR5AS1	olfactory receptor family 5 subfamily AS member 1
219453	OR8K5	olfactory receptor family 8 subfamily K member 5
219464	OR5T2	olfactory receptor family 5 subfamily T member 2
219469	OR8H1	olfactory receptor family 8 subfamily H member 1
219473	OR8K3	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)
219477	OR8J1	olfactory receptor family 8 subfamily J member 1
219479	OR8U3	olfactory receptor family 8 subfamily U member 3
219482	OR5M3	olfactory receptor family 5 subfamily M member 3
219484	OR5M8	olfactory receptor family 5 subfamily M member 8
219487	OR5M11	olfactory receptor family 5 subfamily M member 11
219493	OR5AR1	olfactory receptor family 5 subfamily AR member 1
219557	TEX47	testis expressed 47
219858	OR8B12	olfactory receptor family 8 subfamily B member 12
219865	OR8G5	olfactory receptor family 8 subfamily G member 5
219869	OR10G8	olfactory receptor family 10 subfamily G member 8
219870	OR10G9	olfactory receptor family 10 subfamily G member 9
219873	OR10S1	olfactory receptor family 10 subfamily S member 1
219874	OR6T1	olfactory receptor family 6 subfamily T member 1
219875	OR4D5	olfactory receptor family 4 subfamily D member 5
219902	TLCD5	TLC domain containing 5
219952	OR6Q1	olfactory receptor family 6 subfamily Q member 1
219954	OR9I1	olfactory receptor family 9 subfamily I member 1
219956	OR9Q1	olfactory receptor family 9 subfamily Q member 1
219957	OR9Q2	olfactory receptor family 9 subfamily Q member 2
219958	OR1S2	olfactory receptor family 1 subfamily S member 2
219959	OR1S1	olfactory receptor family 1 subfamily S member 1
219960	OR10Q1	olfactory receptor family 10 subfamily Q member 1
219965	OR5B17	olfactory receptor family 5 subfamily B member 17
219968	OR5B21	olfactory receptor family 5 subfamily B member 21
219981	OR5A2	olfactory receptor family 5 subfamily A member 2
219982	OR5A1	olfactory receptor family 5 subfamily A member 1
219983	OR4D6	olfactory receptor family 4 subfamily D member 6
219986	OR4D11	olfactory receptor family 4 subfamily D member 11
219990	OOSP2	oocyte secreted protein 2
219995	MS4A15	membrane spanning 4-domains A15
220032	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4
220081	ERICH6B	glutamate rich 6B
220323	OAF	out at first homolog
220382	FAM181B	family with sequence similarity 181 member B
220388	CCDC89	coiled-coil domain containing 89
220416	LRRC63	leucine rich repeat containing 63
220869	ZNG1E	Zn regulated GTPase metalloprotein activator 1E
220992	ZNF485	zinc finger protein 485
221091	LRRN4CL	LRRN4 C-terminal like
221191	PRSS54	serine protease 54
221303	FAM162B	family with sequence similarity 162 member B
221336	BEND6	BEN domain containing 6
221424	LRRC73	leucine rich repeat containing 73
221481	ARMC12	armadillo repeat containing 12
221710	SMIM13	small integral membrane protein 13
221749	PXDC1	PX domain containing 1
221806	VWDE	von Willebrand factor D and EGF domains
222183	SRRM3	serine/arginine repetitive matrix 3
222234	FAM185A	family with sequence similarity 185 member A
222659	PXT1	peroxisomal testis enriched protein 1
222696	ZSCAN23	zinc finger and SCAN domain containing 23
222826	FAM217A	family with sequence similarity 217 member A
222967	RSPH10B	radial spoke head 10 homolog B
22817	NR1I4	nuclear receptor subfamily 1 group I member 4
2310	FOXO3B	forkhead box O3B
23232	TBC1D12	TBC1 domain family member 12
23302	WSCD1	WSC domain containing 1
23366	MATCAP2	microtubule associated tyrosine carboxypeptidase 2
23538	OR52A1	olfactory receptor family 52 subfamily A member 1
23619	ZIM2	zinc finger imprinted 2
245911	DEFB108B	defensin beta 108B
245913	DEFB110	defensin beta 110
245915	DEFB112	defensin beta 112
245927	DEFB113	defensin beta 113
245929	DEFB115	defensin beta 115
245930	DEFB116	defensin beta 116
245937	DEFB124	defensin beta 124
245938	DEFB125	defensin beta 125
245940	DEFB130A	defensin beta 130A
253314	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B
253582	TMEM244	transmembrane protein 244
253639	ZNF620	zinc finger protein 620
253982	ASPHD1	aspartate beta-hydroxylase domain containing 1
254050	LRRC43	leucine rich repeat containing 43
254187	TSGA10IP	testis specific 10 interacting protein
254272	TBC1D28	TBC1 domain family member 28
254359	ZDHHC24	zinc finger DHHC-type containing 24
254439	C11orf86	chromosome 11 open reading frame 86
254783	OR6C74	olfactory receptor family 6 subfamily C member 74
254786	OR6C3	olfactory receptor family 6 subfamily C member 3
254879	OR2T6	olfactory receptor family 2 subfamily T member 6
254910	LCE5A	late cornified envelope 5A
254950	KRTAP15-1	keratin associated protein 15-1
254956	MORN5	MORN repeat containing 5
254973	OR1L4	olfactory receptor family 1 subfamily L member 4
255104	TMCO4	transmembrane and coiled-coil domains 4
255308	EIF2S3B	eukaryotic translation initiation factor 2 subunit gamma B
255349	LHFPL7	LHFPL tetraspan subfamily member 7
255403	ZNF718	zinc finger protein 718
255411	SPMIP11	sperm microtubule inner protein 11
255649	OOSP1	oocyte secreted protein 1
255725	OR52B2	olfactory receptor family 52 subfamily B member 2
255762	PDZD9	PDZ domain containing 9
255783	INAFM1	InaF motif containing 1
255798	SMCO1	single-pass membrane protein with coiled-coil domains 1
255809	C19orf38	chromosome 19 open reading frame 38
256051	ZNF549	zinc finger protein 549
256144	OR4C3	olfactory receptor family 4 subfamily C member 3
256148	OR4S1	olfactory receptor family 4 subfamily S member 1
256223	CDRT15L2	CMT1A duplicated region transcript 15 like 2
256329	LMNTD2	lamin tail domain containing 2
256369	CCDC197	coiled-coil domain containing 197
256380	SCML4	Scm polycomb group protein like 4
256472	TMEM151A	transmembrane protein 151A
256586	LYSMD2	LysM domain containing 2
256643	BCLAF3	BCLAF1 and THRAP3 family member 3
256892	OR51F1	olfactory receptor family 51 subfamily F member 1
256957	HEATR9	HEAT repeat containing 9
256979	SUN3	Sad1 and UNC84 domain containing 3
257240	KLHL34	kelch like family member 34
257407	C2orf72	chromosome 2 open reading frame 72
2576	GAGE4	G antigen 4
25770	C22orf31	chromosome 22 open reading frame 31
25774	GSTT4	glutathione S-transferase theta 4
259239	WFDC11	WAP four-disulfide core domain 11
259308	SPATA31F1	SPATA31 subfamily F member 1
26032	SUSD5	sushi domain containing 5
260334	TUBB8B	tubulin beta 8B
26048	ZNF500	zinc finger protein 500
26074	CFAP61	cilia and flagella associated protein 61
26152	ZNF337	zinc finger protein 337
26175	LYSET	lysosomal enzyme trafficking factor
26188	OR1C1	olfactory receptor family 1 subfamily C member 1
26212	OR2B6	olfactory receptor family 2 subfamily B member 6
26219	OR1J4	olfactory receptor family 1 subfamily J member 4
26245	OR2M4	olfactory receptor family 2 subfamily M member 4
26246	OR2L2	olfactory receptor family 2 subfamily L member 2
26333	OR7A17	olfactory receptor family 7 subfamily A member 17
26338	OR5L2	olfactory receptor family 5 subfamily L member 2
26339	OR5K1	olfactory receptor family 5 subfamily K member 1
26341	OR5H1	olfactory receptor family 5 subfamily H member 1
26493	OR8B8	olfactory receptor family 8 subfamily B member 8
26494	OR8G1	olfactory receptor family 8 subfamily G member 1
26496	OR10A3	olfactory receptor family 10 subfamily A member 3
26497	OR10D3	olfactory receptor family 10 subfamily D member 3
26530	OR12D1	olfactory receptor family 12 subfamily D member 1 (gene/pseudogene)
26531	OR11A1	olfactory receptor family 11 subfamily A member 1
26532	OR10H3	olfactory receptor family 10 subfamily H member 3
26533	OR10G3	olfactory receptor family 10 subfamily G member 3
26534	OR10G2	olfactory receptor family 10 subfamily G member 2
26538	OR10H2	olfactory receptor family 10 subfamily H member 2
26539	OR10H1	olfactory receptor family 10 subfamily H member 1
26581	DUX5	double homeobox 5
26582	DUX3	double homeobox 3
26584	DUX1	double homeobox 1
26595	OR8B2	olfactory receptor family 8 subfamily B member 2
26658	OR7C2	olfactory receptor family 7 subfamily C member 2
26664	OR7C1	olfactory receptor family 7 subfamily C member 1
266655	BRD3OS	BRD3 opposite strand
266665	TAS2R33	taste 2 receptor member 33
266666	TAS2R36	taste 2 receptor member 36
266667	TAS2R37	taste 2 receptor member 37 pseudogene
266811	NPSA	novel prostate-specific antigen
26683	OR4F3	olfactory receptor family 4 subfamily F member 3
26686	OR4E2	olfactory receptor family 4 subfamily E member 2
26687	OR4E1	olfactory receptor family 4 subfamily E member 1
26689	OR4D1	olfactory receptor family 4 subfamily D member 1
26693	OR2V1	olfactory receptor family 2 subfamily V member 1
26696	OR2T1	olfactory receptor family 2 subfamily T member 1
267020	ATP5MGL	ATP synthase membrane subunit g like
26735	OR1L3	olfactory receptor family 1 subfamily L member 3
26737	OR1L1	olfactory receptor family 1 subfamily L member 1
26740	OR1J2	olfactory receptor family 1 subfamily J member 2
26974	ZNF285	zinc finger protein 285
27013	CNPPD1	cyclin Pas1/PHO80 domain containing 1
27023	FOXB1	forkhead box B1
27106	ARRDC2	arrestin domain containing 2
27112	NALF2	NALCN channel auxiliary factor 2
2713	GK3	glycerol kinase 3
27146	FAM184B	family with sequence similarity 184 member B
27439	TMEM121B	transmembrane protein 121B
280658	SSX7	SSX family member 7
280664	WFDC10B	WAP four-disulfide core domain 10B
282770	OR10AG1	olfactory receptor family 10 subfamily AG member 1
282775	OR5J2	olfactory receptor family 5 subfamily J member 2
282966	C10orf53	chromosome 10 open reading frame 53
283008	NUTM2E	NUT family member 2E
283092	OR4C13	olfactory receptor family 4 subfamily C member 13
283093	OR4C12	olfactory receptor family 4 subfamily C member 12
283111	OR51V1	olfactory receptor family 51 subfamily V member 1
283116	TRIM49B	tripartite motif containing 49B
283152	CCDC153	coiled-coil domain containing 153
283159	OR8D1	olfactory receptor family 8 subfamily D member 1
283160	OR8D2	olfactory receptor family 8 subfamily D member 2
283162	OR8B4	olfactory receptor family 8 subfamily B member 4
283189	OR9G4	olfactory receptor family 9 subfamily G member 4
283212	KLHL35	kelch like family member 35
283232	TMEM80	transmembrane protein 80
283284	IGSF22	immunoglobulin superfamily member 22
283297	OR10A4	olfactory receptor family 10 subfamily A member 4
283365	OR6C6	olfactory receptor family 6 subfamily C member 6
283461	REDIC1	regulator of DNA class I crossover intermediates 1
283471	TMPRSS12	transmembrane serine protease 12
283521	TMEM272	transmembrane protein 272
